statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Idaho,25,903090,PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN,4.39,8.66,15.28,22.96,0.0791,0.152,0.2959,0.5109,50.21
Illinois,0,0,World,124766.21,140362.57,121292.73,121529.42,5.5012,5.9568,5.3951,5.5549,0.2
Illinois,0,25,Top 25,58052.74,69465.46,53798.57,55853.59,46.5292,49.49,44.3543,45.9589,3.82
Illinois,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,28280.5,32477.93,18327.85,14114.29,22.6668,23.1386,15.1104,11.6139,-22.99
Illinois,2,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,7907.06,9897.47,9669.02,11595.42,6.3375,7.0514,7.9716,9.5412,19.92
Illinois,3,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",164.03,205.64,217.71,4837.75,0.1315,0.1465,0.1795,3.9807,2122.07
Illinois,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,3400.57,3591.97,4325.28,3105.46,2.7256,2.5591,3.566,2.5553,-28.2
Illinois,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",3810.73,4601.8,3123.77,2779.75,3.0543,3.2785,2.5754,2.2873,-11.01
Illinois,6,220300,BEER MADE FROM MALT,1514.76,1976.6,2171.13,2431.4,1.2141,1.4082,1.79,2.0007,11.99
Illinois,7,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,986.82,1367.18,1445.11,2167.95,0.7909,0.974,1.1914,1.7839,50.02
Illinois,8,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,10.65,5,68.68,1618.06,0.0085,0.0036,0.0566,1.3314,2256.11
Illinois,9,950450,"VIDEO GAME CONSOLES & MACH, EXC OF SUBHEAD 95",787.95,1604.98,1568,1324.92,0.6315,1.1435,1.2927,1.0902,-15.5
Illinois,10,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,1151.69,1240.8,1191.52,1291.31,0.9231,0.884,0.9823,1.0626,8.38
Illinois,11,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",894.94,1058.79,1558.3,1216.4,0.7173,0.7543,1.2847,1.0009,-21.94
Illinois,12,271121,"NATURAL GAS, GASEOUS",1746.86,2654.92,1227,1043.56,1.4001,1.8915,1.0116,0.8587,-14.95
Illinois,13,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1024.95,992.11,895.22,923.1,0.8215,0.7068,0.7381,0.7596,3.12
Illinois,14,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,839.45,813.17,896.25,880.97,0.6728,0.5793,0.7389,0.7249,-1.7
Illinois,15,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,457.51,701.4,829.08,804.81,0.3667,0.4997,0.6835,0.6622,-2.93
Illinois,16,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",1235.37,942.87,852.14,696.14,0.9901,0.6717,0.7025,0.5728,-18.31
Illinois,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",431.41,601.55,664.17,659.82,0.3458,0.4286,0.5476,0.5429,-0.66
Illinois,18,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,701.39,781.79,703.75,615.55,0.5622,0.557,0.5802,0.5065,-12.53
Illinois,19,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",682.37,707.29,671.32,609.77,0.5469,0.5039,0.5535,0.5017,-9.17
Illinois,20,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",487.01,530.45,687.12,596.36,0.3903,0.3779,0.5665,0.4907,-13.21
Illinois,21,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",628.11,706.62,633.4,576.08,0.5034,0.5034,0.5222,0.474,-9.05
Illinois,22,722490,SEMIFINISHED PRODUCTS OF ALLOY STEEL NOT STAI,1.69,454.19,520.33,509.78,0.0014,0.3236,0.429,0.4195,-2.03
Illinois,23,720712,SMFD IRN/NAL STL LT .25 PCT CRB RECT CS WID 2,0,819.09,695.71,493.97,0,0.5836,0.5736,0.4065,-29
Illinois,24,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",489.72,510.05,506.72,486.17,0.3925,0.3634,0.4178,0.4,-4.06
Illinois,25,284410,"NATURAL URANIUM & COMPOUNDS, ALLOYS & CERAMIC",417.22,221.81,350.01,474.79,0.3344,0.158,0.2886,0.3907,35.65
Indiana,0,0,World,45677.67,48901.64,49076.75,49536.71,2.014,2.0753,2.183,2.2642,0.94
Indiana,0,25,Top 25,16538.99,16995.43,17212.17,20580.14,36.208,34.7543,35.0719,41.5452,19.57
Indiana,1,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",2212.67,1833.58,2820.14,3817.76,4.8441,3.7495,5.7464,7.7069,35.37
Indiana,2,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,1434.1,1716.93,2285.97,2249.53,3.1396,3.511,4.658,4.5411,-1.59
Indiana,3,293299,"HETEROCYCLIC CMPND,ONLY OXYGEN HETERO-ASTOMS,",34.34,30.62,181.64,1412.78,0.0752,0.0626,0.3701,2.852,677.81
Indiana,4,293359,"COMP WITH PYRIMIDINE OR PIPERAZINE RING, NESO",3359.84,2776.44,2057.76,1270.47,7.3555,5.6776,4.1929,2.5647,-38.26
Indiana,5,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",709,853.06,1102.01,1155.44,1.5522,1.7444,2.2455,2.3325,4.85
Indiana,6,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,433.44,446.72,424.35,1130.86,0.9489,0.9135,0.8647,2.2829,166.49
Indiana,7,293329,"HETERCYC CMP, UNFUSED IMIDAZOLE RING ETC NESO",0.33,85.86,140.4,1039.08,0.0007,0.1756,0.2861,2.0976,640.09
Indiana,8,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,847.75,775.13,937.74,956.77,1.8559,1.5851,1.9108,1.9314,2.03
Indiana,9,870840,GEAR BOXES FOR MOTOR VEHICLES,1208.41,1221.31,727.56,766.35,2.6455,2.4975,1.4825,1.547,5.33
Indiana,10,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1081.2,1153.64,1205.53,753.36,2.367,2.3591,2.4564,1.5208,-37.51
Indiana,11,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY,407.42,69.02,224.45,663.48,0.8919,0.1411,0.4573,1.3394,195.61
Indiana,12,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,405.22,499.76,470.45,574.21,0.8871,1.022,0.9586,1.1592,22.06
Indiana,13,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",410.04,550.04,117.48,554.73,0.8977,1.1248,0.2394,1.1198,372.19
Indiana,14,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",983.12,911.5,712.94,534.34,2.1523,1.8639,1.4527,1.0787,-25.05
Indiana,15,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,715.92,697.54,755.71,493.7,1.5673,1.4264,1.5398,0.9966,-34.67
Indiana,16,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,383.69,483.6,525.69,456.94,0.84,0.9889,1.0711,0.9224,-13.08
Indiana,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",217.33,379.72,371.34,432.27,0.4758,0.7765,0.7567,0.8726,16.41
Indiana,18,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",408.66,456.52,454.86,375.79,0.8947,0.9335,0.9268,0.7586,-17.38
Indiana,19,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,374.98,364.29,324.06,305.27,0.8209,0.7449,0.6603,0.6162,-5.8
Indiana,20,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,169.58,206.53,318.25,284.52,0.3713,0.4223,0.6485,0.5744,-10.6
Indiana,21,300290,"HUMAN BLOOD; ANIMAL BLOOD PREP, TOXINS, CULTR",199.12,876.09,331.22,283.61,0.4359,1.7915,0.6749,0.5725,-14.38
Indiana,22,902830,ELECTRICITY METERS,223.49,249.87,251.25,277.7,0.4893,0.511,0.512,0.5606,10.52
Indiana,23,293911,"CONC. OF POPPY STRAW,CODEINE&OTR SPECIF OPIUM",0,0,112.7,271.04,0,0,0.2297,0.5471,140.48
Indiana,24,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,169.29,153.78,106.6,262.85,0.3706,0.3145,0.2172,0.5306,146.58
Indiana,25,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,150.04,203.89,252.07,257.28,0.3285,0.4169,0.5136,0.5194,2.07
Iowa,0,0,World,9570.13,10087.42,9363.11,8233.91,0.422,0.4281,0.4165,0.3764,-12.06
Iowa,0,25,Top 25,2991.99,3114.67,2759.44,2638.36,31.2639,30.8768,29.4714,32.0427,-4.39
Iowa,1,271121,"NATURAL GAS, GASEOUS",647.94,527.73,309.74,248.71,6.7704,5.2316,3.3081,3.0206,-19.7
Iowa,2,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",202.38,262.61,186.24,170.63,2.1147,2.6033,1.9891,2.0723,-8.38
Iowa,3,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",48.8,47.23,22.87,165.21,0.5099,0.4682,0.2443,2.0064,622.25
Iowa,4,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,204.49,268.75,237.74,165.03,2.1367,2.6642,2.5391,2.0043,-30.58
Iowa,5,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,28.32,29.49,158.44,163.01,0.2959,0.2924,1.6922,1.9798,2.88
Iowa,6,310420,POTASSIUM CHLORIDE,214.24,176.03,200.61,138.79,2.2386,1.745,2.1426,1.6856,-30.82
Iowa,7,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,59.67,56,39.52,125.28,0.6235,0.5551,0.4221,1.5216,216.99
Iowa,8,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,89.56,145.04,137.9,119.06,0.9359,1.4379,1.4728,1.4459,-13.67
Iowa,9,10391,"SWINE, LIVE, NESOI, WEIGHING LESS THAN 50 KG",108.93,138.03,108.21,113.26,1.1382,1.3683,1.1558,1.3755,4.66
Iowa,10,100490,"OATS, NESOI",137.54,159.09,136.1,108.91,1.4372,1.5771,1.4535,1.3228,-19.97
Iowa,11,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",102.08,78.06,83.52,103.91,1.0666,0.7738,0.892,1.262,24.42
Iowa,12,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",18.18,43.58,104.24,98.93,0.1899,0.432,1.1133,1.2015,-5.1
Iowa,13,870120,ROAD TRACTORS FOR SEMI-TRAILERS,142.58,190.52,182.9,97.46,1.4898,1.8887,1.9534,1.1836,-46.71
Iowa,14,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",143.08,124.69,114.22,96.87,1.4951,1.2361,1.2199,1.1765,-15.19
Iowa,15,350300,"GELATIN & DERIV; ISINGLASS; GLUES, ANIMAL OR",109.43,103.1,92.62,89.22,1.1434,1.0221,0.9892,1.0836,-3.67
Iowa,16,760120,UNWROUGHT ALUMINUM ALLOYS,47.95,114.55,55.53,84.23,0.501,1.1356,0.5931,1.023,51.69
Iowa,17,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",95.65,80.3,107.49,81.84,0.9995,0.796,1.148,0.9939,-23.86
Iowa,18,401693,"GASKET, WASHERS & OTHER SEALS, OF VULCANIZED",4.24,7.92,59.92,70.02,0.0443,0.0785,0.6399,0.8504,16.86
Iowa,19,841229,HYDRAULIC POWER ENGINES & MOTORS EX LINEAR AC,80.07,79,68.02,62.26,0.8366,0.7831,0.7264,0.7562,-8.46
Iowa,20,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,68.68,91.84,88.62,60.28,0.7177,0.9105,0.9464,0.7321,-31.97
Iowa,21,151411,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",218.65,130.6,39.39,58.75,2.2847,1.2947,0.4207,0.7135,49.15
Iowa,22,291899,"CARBOX. ACID W/ ADD'TL OXY FUNC & ANHYD, HALI",16.13,29.53,59.85,58.38,0.1685,0.2928,0.6392,0.709,-2.45
Iowa,23,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",0,73.44,67.01,55.01,0,0.7281,0.7157,0.6681,-17.9
Iowa,24,100510,"CORN (MAIZE) SEED, CERTIFIED, EXCLUDING SWEET",163.19,114.44,39.8,52.34,1.7052,1.1345,0.4251,0.6356,31.49
Iowa,25,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",40.24,43.11,58.94,50.95,0.4204,0.4273,0.6295,0.6188,-13.55
Kansas,0,0,World,10756.38,11809.34,11773.44,11157.31,0.4743,0.5012,0.5237,0.51,-5.23
Kansas,0,25,Top 25,3909.25,4382.57,4293.97,4515.11,36.3436,37.1111,36.4717,40.4677,5.15
Kansas,1,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,87.64,79.13,427.89,687.37,0.8148,0.67,3.6344,6.1608,60.64
Kansas,2,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",1068.14,1285.63,808.2,657.69,9.9303,10.8866,6.8646,5.8947,-18.62
Kansas,3,852691,RADIO NAVIGATIONAL AID APPARATUS,825.5,826.3,678.65,633.09,7.6745,6.997,5.7642,5.6742,-6.71
Kansas,4,640411,FOOTWEAR TEX UP RUBPLAS SOL SPORT SHOES,50.41,123.62,230.36,296.15,0.4686,1.0468,1.9566,2.6543,28.56
Kansas,5,640299,"FOOTWEAR, OUTER SOLE & UPPER RUBBER OR PLAST",322.72,306.32,268.89,236.41,3.0003,2.5939,2.2839,2.1189,-12.08
Kansas,6,110900,"WHEAT GLUTEN, WHETHER OR NOT DRIED",192.78,198.81,169.09,177.56,1.7922,1.6835,1.4362,1.5914,5.01
Kansas,7,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER",155.79,173.22,173.4,143.98,1.4483,1.4668,1.4728,1.2904,-16.97
Kansas,8,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,105.51,102.14,134.78,139.6,0.9809,0.8649,1.1448,1.2512,3.57
Kansas,9,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",71.46,129.76,85.22,134.66,0.6643,1.0988,0.7239,1.2069,58.01
Kansas,10,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",97.81,81.77,104.83,129.97,0.9093,0.6924,0.8904,1.1649,23.99
Kansas,11,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",0,0.16,99.63,123.07,0,0.0013,0.8462,1.103,23.53
Kansas,12,841121,"TURBOPROPELLERS OF A POWER NOT EXCEEDING 1,10",143.03,146.82,117.42,111.02,1.3298,1.2433,0.9973,0.9951,-5.44
Kansas,13,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,17.12,21.54,37.45,101.35,0.1592,0.1824,0.3181,0.9084,170.66
Kansas,14,240220,CIGARETTES CONTAINING TOBACCO,51.14,58.45,89.15,101.31,0.4754,0.495,0.7572,0.9081,13.65
Kansas,15,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",108.61,86.4,99.59,94.56,1.0097,0.7316,0.8459,0.8475,-5.05
Kansas,16,841191,TURBOJET AND TURBOPROLLER PARTS,76.96,64.93,63.31,93.77,0.7155,0.5498,0.5377,0.8404,48.12
Kansas,17,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",41.34,158.01,144.85,84.59,0.3843,1.338,1.2303,0.7582,-41.6
Kansas,18,848340,"GEARS; BALL OR ROLLER SCREWS; GEAR BOXES, ETC",29.95,66.65,61.83,80.81,0.2784,0.5644,0.5252,0.7243,30.69
Kansas,19,640291,"FOOTWEAR O SOLE UPP RUB OR PLAST NESOI, ANKL",94.88,96,81.72,77.31,0.8821,0.8129,0.6941,0.6929,-5.39
Kansas,20,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",2.37,3.63,1.75,75.26,0.022,0.0307,0.0149,0.6745,4196.81
Kansas,21,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,56.68,59.54,85.14,73.45,0.5269,0.5042,0.7231,0.6583,-13.72
Kansas,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,74.38,113.61,90.54,71.13,0.6915,0.962,0.769,0.6375,-21.44
Kansas,23,852990,"PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC",77.41,58.04,49.74,63.73,0.7197,0.4914,0.4225,0.5712,28.14
Kansas,24,870840,GEAR BOXES FOR MOTOR VEHICLES,129.26,80.29,127.95,63.68,1.2017,0.6799,1.0868,0.5708,-50.23
Kansas,25,841290,"ENGINE AND MOTOR PARTS, NESOI",28.4,61.8,62.61,63.57,0.264,0.5233,0.5318,0.5698,1.53
Kentucky,0,0,World,37859.69,39352.92,38658.44,40001.59,1.6693,1.6701,1.7195,1.8284,3.47
Kentucky,0,25,Top 25,16049.62,16307.44,16762.55,18922.52,42.3924,41.439,43.3607,47.3044,12.89
Kentucky,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",2171.61,2396.46,2583.72,3854.35,5.7359,6.0897,6.6835,9.6355,49.18
Kentucky,2,841191,TURBOJET AND TURBOPROLLER PARTS,2680.53,3077.49,3553.43,3711.27,7.0802,7.8202,9.1919,9.2778,4.44
Kentucky,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",1503.83,967.14,1201.94,1801.17,3.9721,2.4576,3.1091,4.5027,49.86
Kentucky,4,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,1859.76,1641.25,964.64,1239.67,4.9123,4.1706,2.4953,3.099,28.51
Kentucky,5,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,919.38,835.08,916.97,808.87,2.4284,2.122,2.372,2.0221,-11.79
Kentucky,6,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,582.58,724.99,736.89,673.99,1.5388,1.8423,1.9061,1.6849,-8.54
Kentucky,7,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,357.26,507.18,592.66,585.47,0.9436,1.2888,1.5331,1.4636,-1.21
Kentucky,8,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",502.46,499.02,540,584.34,1.3272,1.2681,1.3969,1.4608,8.21
Kentucky,9,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",576,577.94,656.44,549.8,1.5214,1.4686,1.6981,1.3745,-16.24
Kentucky,10,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",502,519.74,514.68,541.57,1.326,1.3207,1.3313,1.3539,5.23
Kentucky,11,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,1070.14,883.34,709.25,514.49,2.8266,2.2447,1.8347,1.2862,-27.46
Kentucky,12,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,265.26,324.58,379.27,373.13,0.7006,0.8248,0.9811,0.9328,-1.62
Kentucky,13,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,433.85,479.78,361.97,362.73,1.1459,1.2192,0.9363,0.9068,0.21
Kentucky,14,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",33.54,31.72,159.97,358.4,0.0886,0.0806,0.4138,0.896,124.05
Kentucky,15,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,315.4,335.73,284.7,357.01,0.8331,0.8531,0.7365,0.8925,25.4
Kentucky,16,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",318.33,317.1,309.13,329.34,0.8408,0.8058,0.7996,0.8233,6.54
Kentucky,17,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,221.72,331.26,334.13,315.88,0.5856,0.8418,0.8643,0.7897,-5.46
Kentucky,18,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,155.57,250.51,285.93,311.71,0.4109,0.6366,0.7396,0.7792,9.02
Kentucky,19,760120,UNWROUGHT ALUMINUM ALLOYS,320.76,415.77,338.83,281.02,0.8472,1.0565,0.8765,0.7025,-17.06
Kentucky,20,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",208.86,273.51,293.06,249.19,0.5517,0.695,0.7581,0.6229,-14.97
Kentucky,21,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,255.47,269.27,275.5,245.16,0.6748,0.6843,0.7126,0.6129,-11.01
Kentucky,22,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,93.84,164.87,191.34,237.11,0.2479,0.419,0.4949,0.5927,23.92
Kentucky,23,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",95.14,59.24,150.69,214.04,0.2513,0.1505,0.3898,0.5351,42.04
Kentucky,24,870840,GEAR BOXES FOR MOTOR VEHICLES,346.97,314.09,288.92,213.01,0.9165,0.7981,0.7474,0.5325,-26.28
Kentucky,25,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",259.36,110.37,138.48,209.8,0.6851,0.2805,0.3582,0.5245,51.5
Louisiana,0,0,World,66214.19,57610.89,35249.68,32423.7,2.9195,2.4449,1.5679,1.482,-8.02
Louisiana,0,25,Top 25,58925.33,48917.26,27255.71,24835.46,88.992,84.9097,77.3218,76.5966,-8.88
Louisiana,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,42410.49,33897.83,17441.52,14791.68,64.0504,58.8393,49.4799,45.62,-15.19
Louisiana,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,11197.11,9403.42,4981.24,3909.69,16.9104,16.3223,14.1313,12.0581,-21.51
Louisiana,3,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",30.3,44.72,145.55,895.95,0.0458,0.0776,0.4129,2.7632,515.58
Louisiana,4,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",276.02,560.61,765.34,761.37,0.4169,0.9731,2.1712,2.3482,-0.52
Louisiana,5,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",600.48,666.83,566.02,642.87,0.9069,1.1575,1.6057,1.9827,13.58
Louisiana,6,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,78.81,61.16,169.24,555.47,0.119,0.1062,0.4801,1.7132,228.21
Louisiana,7,151190,"PALM OIL, REFINED BUT NOT CHEMICALLY MODIFIED",449.36,485.09,293.89,297.07,0.6786,0.842,0.8337,0.9162,1.08
Louisiana,8,310540,AMMONIUM DIHYDROGENORTHOPHOSPHATE,208.6,281.68,184.07,280.02,0.315,0.4889,0.5222,0.8636,52.12
Louisiana,9,290220,BENZENE,274.65,470.87,267.94,258.94,0.4148,0.8173,0.7601,0.7986,-3.36
Louisiana,10,310420,POTASSIUM CHLORIDE,130.87,102.94,226.34,249.78,0.1977,0.1787,0.6421,0.7704,10.36
Louisiana,11,310530,DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP),25.43,95.49,196.76,194,0.0384,0.1658,0.5582,0.5983,-1.4
Louisiana,12,290511,METHANOL (METHYL ALCOHOL),554.85,560.28,329.25,193.85,0.838,0.9725,0.934,0.5979,-41.12
Louisiana,13,400122,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),362.02,281.21,199.47,177.45,0.5467,0.4881,0.5659,0.5473,-11.04
Louisiana,14,260112,AGGLOMERATED IRON ORES,59.98,347.57,138.15,161.97,0.0906,0.6033,0.3919,0.4996,17.25
Louisiana,15,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",1442.59,673.47,295.57,152.61,2.1787,1.169,0.8385,0.4707,-48.37
Louisiana,16,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,14.02,31.94,22.99,151.3,0.0212,0.0554,0.0652,0.4666,558.03
Louisiana,17,293090,ORGANO-SULFUR COMPOUNDS NESOI,6.58,6.79,9.37,150.12,0.0099,0.0118,0.0266,0.463,1502.27
Louisiana,18,281410,ANHYDROUS AMMONIA,434.26,341.02,386.97,146.27,0.6558,0.5919,1.0978,0.4511,-62.2
Louisiana,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,110.15,176.36,135.51,144.31,0.1664,0.3061,0.3844,0.4451,6.5
Louisiana,20,841950,"HEAT EXCHANGE UNITS, INDUSTRIAL TYPE",17.4,32.82,31.7,132.12,0.0263,0.057,0.0899,0.4075,316.78
Louisiana,21,720918,"FLAT-COLD-RLD IR,STL,COILS,600MM WIDE,<0.5MM",39.44,106.65,130.36,124.16,0.0596,0.1851,0.3698,0.3829,-4.76
Louisiana,22,760120,UNWROUGHT ALUMINUM ALLOYS,21.3,41.48,75.3,123.69,0.0322,0.072,0.2136,0.3815,64.27
Louisiana,23,260600,ALUMINUM ORES AND CONCENTRATES,97.21,116.23,148.13,123.35,0.1468,0.2017,0.4202,0.3804,-16.73
Louisiana,24,292429,"CYCLIC AMIDES, DERIVATIVES AND SALTS OF, NESO",0,0,39.63,111.88,0,0,0.1124,0.345,182.32
Louisiana,25,151311,"COCONUT (COPRA) OIL, CRUDE, NOT CHEMICLLY MOD",83.4,130.8,75.41,105.55,0.1259,0.227,0.2139,0.3255,39.96
Massachusetts,0,0,World,34361.33,34525.04,33652.69,33801.45,1.5151,1.4652,1.4969,1.545,0.44
Massachusetts,0,25,Top 25,13173.78,12935.54,12377.46,13154.27,38.339,37.4671,36.78,38.9163,6.28
Massachusetts,1,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,907.45,1184.01,1471.89,1436.61,2.6409,3.4294,4.3738,4.2502,-2.4
Massachusetts,2,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",113.57,158.28,533.92,1176.01,0.3305,0.4585,1.5866,3.4792,120.26
Massachusetts,3,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",1933.92,1510.53,1323.82,1101.61,5.6282,4.3752,3.9338,3.2591,-16.79
Massachusetts,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",2702.2,2501.39,1353.03,1054.21,7.8641,7.2451,4.0206,3.1188,-22.09
Massachusetts,5,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,783.79,767.63,857.2,853.05,2.281,2.2234,2.5472,2.5237,-0.48
Massachusetts,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",634.22,724.15,660.68,772.19,1.8457,2.0975,1.9632,2.2845,16.88
Massachusetts,7,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",765.01,818.78,948.64,752.7,2.2264,2.3716,2.8189,2.2268,-20.65
Massachusetts,8,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,16.23,26.96,13.47,715.85,0.0472,0.0781,0.04,2.1178,5212.62
Massachusetts,9,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",552.13,538.49,564.25,630.72,1.6068,1.5597,1.6767,1.866,11.78
Massachusetts,10,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",614.24,573.24,557.4,571.27,1.7876,1.6604,1.6563,1.6901,2.49
