statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
Illinois,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",378.05,549.84,1031.27,1232.34,0.571,0.8039,1.6266,2.0622,19.5
Illinois,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1368.09,1610.79,1595.49,1089.45,2.0662,2.3552,2.5165,1.8231,-31.72
Illinois,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",903.82,948.45,1009.97,1080.78,1.365,1.3867,1.593,1.8086,7.01
Illinois,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",869.68,913.81,1020.58,1071.47,1.3135,1.3361,1.6097,1.793,4.99
Illinois,7,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,527.3,735.7,800.89,998.33,0.7964,1.0757,1.2632,1.6706,24.65
Illinois,8,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,317.59,655.83,847.25,886,0.4796,0.9589,1.3363,1.4826,4.57
Illinois,9,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",891.69,939.57,831.78,746.46,1.3467,1.3738,1.3119,1.2491,-10.26
Illinois,10,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",1118.56,810.59,707.92,622.06,1.6893,1.1852,1.1166,1.041,-12.13
Illinois,11,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",525.75,555.13,1050.04,614.7,0.794,0.8117,1.6562,1.0287,-41.46
Illinois,12,870410,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,2584.87,1810.22,1084.29,606.09,3.9039,2.6467,1.7102,1.0143,-44.1
Illinois,13,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,213.91,327.15,777.04,592.72,0.3231,0.4783,1.2256,0.9919,-23.72
Illinois,14,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,575,585.62,510.06,561.63,0.8684,0.8562,0.8045,0.9398,10.11
Illinois,15,843149,PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.,688.46,754.63,610.01,546.69,1.0398,1.1034,0.9621,0.9148,-10.38
Illinois,16,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,619.7,656.88,561.52,531.5,0.9359,0.9604,0.8857,0.8894,-5.35
Illinois,17,100590,"CORN (MAIZE), OTHER THAN SEED CORN",657.77,1008.46,708.9,504.04,0.9934,1.4745,1.1181,0.8435,-28.9
Illinois,18,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1008.3,932.83,877.19,501.25,1.5228,1.3639,1.3835,0.8388,-42.86
Illinois,19,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",659.34,582.58,586.6,459.23,0.9958,0.8518,0.9252,0.7685,-21.71
Illinois,20,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,369.75,475.13,463.62,417.15,0.5584,0.6947,0.7312,0.6981,-10.02
Illinois,21,210690,FOOD PREPARATIONS NESOI,320.96,316.73,350.74,387.01,0.4847,0.4631,0.5532,0.6476,10.34
Illinois,22,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",426.7,392.02,447.72,382.76,0.6444,0.5732,0.7062,0.6405,-14.51
Illinois,23,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,459.4,424.91,433.23,375.17,0.6938,0.6213,0.6833,0.6278,-13.4
Illinois,24,284410,"NATURAL URANIUM & COMPOUNDS, ALLOYS & CERAMIC",125.83,324.39,622.84,368.93,0.19,0.4743,0.9824,0.6174,-40.77
Illinois,25,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MI,420.08,441.37,441.97,367.84,0.6344,0.6453,0.6971,0.6156,-16.77
Indiana,0,0,World,34216.02,35589.05,33818.78,34654.96,2.1676,2.1943,2.2499,2.3883,2.47
Indiana,0,25,Top 25,17848.67,18169.76,17960.16,19097.42,52.1647,51.0543,53.1071,55.1073,6.33
Indiana,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",4913.62,4303.9,4445.93,3652.54,14.3606,12.0933,13.1463,10.5397,-17.85
Indiana,2,870840,GEAR BOXES FOR MOTOR VEHICLES,1896.21,2310.27,1799.93,1858.44,5.5419,6.4915,5.3223,5.3627,3.25
Indiana,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",908.83,808.15,1380.98,1523.3,2.6562,2.2708,4.0835,4.3956,10.31
Indiana,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,839.83,1276.8,962.36,1330.1,2.4545,3.5876,2.8456,3.8381,38.21
Indiana,5,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",978.24,870.9,1106.34,1251.27,2.859,2.4471,3.2714,3.6106,13.1
Indiana,6,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,1044.87,1207.48,1215.37,1100.63,3.0537,3.3928,3.5938,3.176,-9.44
Indiana,7,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",1111.04,914.85,695.82,889.74,3.2471,2.5706,2.0575,2.5674,27.87
Indiana,8,871610,TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAM,1079.76,1098.35,788.8,736.02,3.1557,3.0862,2.3324,2.1239,-6.69
Indiana,9,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,742.39,640.02,559.37,686.18,2.1697,1.7984,1.654,1.98,22.67
Indiana,10,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,468.78,464.25,366.12,676.17,1.3701,1.3045,1.0826,1.9511,84.68
Indiana,11,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",560.12,629.42,655.04,617.39,1.637,1.7686,1.9369,1.7815,-5.75
Indiana,12,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",305.25,379.35,507.5,563.21,0.8921,1.0659,1.5006,1.6252,10.98
Indiana,13,293712,INSULIN AND ITS SALTS,251.67,419.37,624.85,539.11,0.7355,1.1784,1.8476,1.5556,-13.72
Indiana,14,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",33.88,72.17,192.02,470.1,0.099,0.2028,0.5678,1.3565,144.82
Indiana,15,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",345.25,403,372.28,437.98,1.009,1.1324,1.1008,1.2638,17.65
Indiana,16,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",380.58,410.16,392.2,425.44,1.1123,1.1525,1.1597,1.2277,8.47
Indiana,17,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,0,4.68,54.16,392.35,0,0.0131,0.1601,1.1322,624.44
Indiana,18,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",341.18,348.37,367.8,364.48,0.9971,0.9789,1.0876,1.0517,-0.9
Indiana,19,681510,NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON,169.8,195.8,214.11,259.83,0.4963,0.5502,0.6331,0.7498,21.36
Indiana,20,300431,"MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS",289.36,274.64,245.2,251.38,0.8457,0.7717,0.7251,0.7254,2.52
Indiana,21,842139,FILTER/PURIFY MACHINE & APPARATUS FOR GASES N,128.05,178.89,230.64,237.48,0.3742,0.5027,0.682,0.6853,2.97
Indiana,22,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",190.98,184.31,222.28,219.24,0.5581,0.5179,0.6573,0.6326,-1.37
Indiana,23,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI,279.3,218.6,219.67,217.67,0.8163,0.6142,0.6496,0.6281,-0.91
Indiana,24,840890,"COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,",407.35,397.07,204.22,214.86,1.1905,1.1157,0.6039,0.62,5.21
Indiana,25,390740,"POLYCARBONATES, PR FMS",182.35,158.96,137.17,182.51,0.5329,0.4466,0.4056,0.5266,33.05
Iowa,0,0,World,13903.37,15111.53,13233.61,12115.44,0.8808,0.9317,0.8804,0.835,-8.45
Iowa,0,25,Top 25,5744.41,7023.83,6409.13,6225.63,41.3167,46.4799,48.4307,51.3859,-2.86
Iowa,1,100590,"CORN (MAIZE), OTHER THAN SEED CORN",539.96,1145.68,966.23,1176.12,3.8837,7.5815,7.3013,9.7077,21.72
Iowa,2,870190,"TRACTORS, NESOI",1066.1,965.61,764.47,632.82,7.6679,6.3899,5.7767,5.2233,-17.22
Iowa,3,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",513.42,530.46,452.98,454.2,3.6928,3.5103,3.4229,3.7489,0.27
Iowa,4,380893,"HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG.",336.8,374.39,404.87,364.72,2.4224,2.4775,3.0594,3.0104,-9.92
Iowa,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",328.63,449.53,324.39,341.98,2.3637,2.9748,2.4513,2.8227,5.42
Iowa,6,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",170.63,210.02,536,325.64,1.2273,1.3898,4.0503,2.6878,-39.25
Iowa,7,20329,"MEAT OF SWINE, NESOI, FROZEN",434.58,520.03,375.42,321.25,3.1257,3.4413,2.8368,2.6515,-14.43
Iowa,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",274.01,283.82,263.58,262.29,1.9708,1.8782,1.9918,2.1649,-0.49
Iowa,9,120190,"SOYBEANS, NESOI",233.3,514.59,384.73,254.42,1.678,3.4052,2.9072,2.1,-33.87
Iowa,10,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",224.73,245.27,249.95,208.99,1.6164,1.623,1.8887,1.725,-16.38
Iowa,11,220720,ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STR,111.17,175.13,155.3,166.2,0.7996,1.1589,1.1735,1.3718,7.02
Iowa,12,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,47.13,84.16,116.7,164.15,0.339,0.5569,0.8819,1.3549,40.66
Iowa,13,870590,"SPECIAL PURPOSE VEHICLES, NESOI",213.77,147.16,151.68,157.46,1.5375,0.9738,1.1462,1.2997,3.81
Iowa,14,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",29.41,156.47,116.85,154.56,0.2115,1.0354,0.883,1.2757,32.27
Iowa,15,20649,"OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN",153.77,151.45,131.63,154.02,1.106,1.0022,0.9947,1.2712,17
Iowa,16,170260,"FRUCTOSE, NESOI & SYRUP, OV 50% FRUCTOSE IN D",225.2,118.34,132.76,148.39,1.6197,0.7831,1.0032,1.2248,11.77
Iowa,17,870130,TRACK-LAYING TRACTORS,136.67,100.86,81.77,141.03,0.983,0.6675,0.6179,1.1641,72.48
Iowa,18,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",126.49,203.28,137.35,121.77,0.9098,1.3452,1.0379,1.0051,-11.34
Iowa,19,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",161.87,222.23,179.29,115.84,1.1643,1.4706,1.3548,0.9561,-35.39
Iowa,20,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",96.07,97.5,104.77,102.22,0.691,0.6452,0.7917,0.8437,-2.43
Iowa,21,841869,"REFRIGERATING/FREEZING EQUIPMENT, NESOI",7.68,2.81,67.73,101.34,0.0552,0.0186,0.5118,0.8365,49.63
Iowa,22,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",126.93,123.76,103.08,98.38,0.9129,0.819,0.7789,0.812,-4.56
Iowa,23,230310,RESIDUES OF STARCH MFR AND SIMILAR RESIDUES,24.19,19.45,37.6,91.4,0.174,0.1287,0.2841,0.7544,143.1
Iowa,24,843680,"AGRIC, HORT, FOREST, BEE-KEEPING MACHINERY NE",106.22,133.04,115.64,88.27,0.764,0.8804,0.8738,0.7285,-23.67
Iowa,25,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",55.67,48.79,54.36,78.17,0.4004,0.3229,0.4108,0.6452,43.8
Kansas,0,0,World,12459.17,12021.86,10690.24,10181.35,0.7893,0.7412,0.7112,0.7017,-4.76
Kansas,0,25,Top 25,7053.2,6492.92,5984.98,6048.54,56.6105,54.0093,55.9855,59.408,1.06
Kansas,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1792,1904.39,2036.19,1849.63,14.3829,15.8411,19.0472,18.1668,-9.16
Kansas,2,100199,"WHEAT AND MESLIN, NESOI",1408.43,1054.15,698.4,849.81,11.3044,8.7686,6.5331,8.3468,21.68
Kansas,3,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",807.27,713.73,680.73,661.55,6.4793,5.9369,6.3677,6.4976,-2.82
Kansas,4,100590,"CORN (MAIZE), OTHER THAN SEED CORN",255.18,281.14,212.77,304.94,2.0481,2.3385,1.9903,2.9951,43.32
Kansas,5,120190,"SOYBEANS, NESOI",850.84,395.29,167.8,241.99,6.829,3.2881,1.5697,2.3768,44.21
Kansas,6,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",22.62,167.79,219.9,202.63,0.1815,1.3957,2.0571,1.9902,-7.86
Kansas,7,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",238.85,174.37,198.07,189.68,1.917,1.4504,1.8528,1.863,-4.24
Kansas,8,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU",214.56,159.32,152.46,173.7,1.7221,1.3253,1.4262,1.706,13.93
Kansas,9,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",208.41,247.53,198.23,170.65,1.6727,2.059,1.8543,1.6761,-13.91
Kansas,10,100790,"GRAIN SORGHUM, NESOI",58.11,177.32,261.97,148.17,0.4664,1.475,2.4506,1.4553,-43.44
Kansas,11,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",1.07,2.04,4.31,134.38,0.0086,0.017,0.0403,1.3199,3016.41
Kansas,12,852691,RADIO NAVIGATIONAL AID APPARATUS,163.33,158.26,135.46,129.53,1.3109,1.3164,1.2672,1.2723,-4.38
Kansas,13,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",75.18,97.37,107.72,113.29,0.6034,0.8099,1.0077,1.1127,5.17
Kansas,14,284210,DOUBLE OR COMPLEX SILICATES,70.77,62.54,100,89.25,0.568,0.5202,0.9354,0.8766,-10.75
Kansas,15,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET",105.5,121.6,110.4,82.02,0.8467,1.0115,1.0327,0.8056,-25.7
Kansas,16,300230,VACCINES FOR VETRINARY MEDICINE,51.14,59.13,82.18,80.73,0.4104,0.4918,0.7688,0.7929,-1.77
Kansas,17,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",132.21,114.65,103.01,79.9,1.0612,0.9537,0.9636,0.7847,-22.44
Kansas,18,20220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",78.99,112.08,80.2,79.44,0.634,0.9323,0.7502,0.7802,-0.95
Kansas,19,401194,"NEW PNUMAT RUB TIRE, CONST/INDUST VEH/MAC,RIM",158.83,101.12,96.49,79.09,1.2748,0.8411,0.9026,0.7768,-18.03
Kansas,20,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",79.71,107.51,108.05,77.21,0.6398,0.8943,1.0107,0.7584,-28.54
Kansas,21,20329,"MEAT OF SWINE, NESOI, FROZEN",96.47,122.86,73.92,67.05,0.7742,1.0219,0.6914,0.6585,-9.29
Kansas,22,20610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHI",32.7,34.32,41.72,65.18,0.2625,0.2855,0.3902,0.6402,56.25
Kansas,23,150210,"TALLOW OF BOVINE ANIMALS, SHEEP OR GOATS, NES",92.13,76.25,58.91,63.35,0.7394,0.6342,0.5511,0.6222,7.53
Kansas,24,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",39.13,18.86,19.55,58.53,0.3141,0.1568,0.1829,0.5749,199.41
Kansas,25,843340,"STRAW OR FODDER BALERS, INCLUDING PICK-UP BAL",19.78,29.31,36.54,56.85,0.1588,0.2438,0.3418,0.5584,55.59
Kentucky,0,0,World,25411.72,27757.39,27643.94,29199.16,1.6098,1.7114,1.8391,2.0123,5.63
Kentucky,0,25,Top 25,14051.81,16258.96,16717.02,19278.42,55.2966,58.5753,60.4727,66.0239,15.32
Kentucky,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",5624.6,7738.34,8676.74,10800.48,22.1339,27.8785,31.3875,36.989,24.48
Kentucky,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1593.55,1685.32,1465.93,1326.81,6.2709,6.0716,5.3029,4.544,-9.49
Kentucky,3,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",866.94,678.28,1018.07,1228.58,3.4116,2.4436,3.6828,4.2076,20.68
Kentucky,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1198.67,1383.86,1049.74,890.15,4.717,4.9856,3.7974,3.0485,-15.2
Kentucky,5,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,580.75,290.07,334.18,491.67,2.2854,1.045,1.2089,1.6838,47.13
Kentucky,6,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",181.07,243.01,360.2,412.67,0.7126,0.8755,1.303,1.4133,14.57
Kentucky,7,700490,DRWN/BLWN GLSS SHTS W/WO ABSRB/RFCT LYR N OTH,421.12,338.62,326.81,363.84,1.6572,1.2199,1.1822,1.2461,11.33
Kentucky,8,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",177.85,265.49,264.88,322.76,0.6999,0.9565,0.9582,1.1054,21.85
Kentucky,9,220830,WHISKIES,300.23,301.33,310.76,294.71,1.1815,1.0856,1.1242,1.0093,-5.16
Kentucky,10,391000,"SILICONES, IN PRIMARY FORMS",413.28,348.61,314.65,271.24,1.6263,1.2559,1.1382,0.9289,-13.8
Kentucky,11,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",248.8,285.8,268.48,260.01,0.9791,1.0296,0.9712,0.8905,-3.15
Kentucky,12,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",263.74,257.02,212.91,253.18,1.0379,0.926,0.7702,0.8671,18.92
Kentucky,13,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO,188.4,201.48,211.39,229.88,0.7414,0.7259,0.7647,0.7873,8.75
Kentucky,14,870432,"MTR VEH TRANS GDS SPK-IG IN C P ENG, GVW > 5",152.13,65.8,102.3,210.93,0.5987,0.2371,0.37,0.7224,106.2
Kentucky,15,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",143.49,382,209.94,209.75,0.5647,1.3762,0.7594,0.7183,-0.09
Kentucky,16,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,258.21,285.93,250.1,207.91,1.0161,1.0301,0.9047,0.712,-16.87
Kentucky,17,841199,GAS TURBINE PARTS NESOI,99.45,80.99,112.54,206.91,0.3914,0.2918,0.4071,0.7086,83.86
Kentucky,18,10121,"HORSES, LIVE, PUREBRED BREEDING",161.4,175.13,146.69,195.13,0.6351,0.6309,0.5307,0.6683,33.02
Kentucky,19,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,182.56,180.33,174.12,193.97,0.7184,0.6497,0.6299,0.6643,11.4
Kentucky,20,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",262.28,366.16,259.83,193.48,1.0321,1.3191,0.9399,0.6626,-25.54
Kentucky,21,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",119.36,133.18,156.5,167.66,0.4697,0.4798,0.5661,0.5742,7.13
Kentucky,22,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",250.17,198.89,179.71,141.43,0.9845,0.7165,0.6501,0.4843,-21.3
Kentucky,23,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",125.84,133.25,87.95,140.58,0.4952,0.4801,0.3182,0.4814,59.83
Kentucky,24,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,131.72,124.91,124.23,133.98,0.5183,0.45,0.4494,0.4588,7.84
Kentucky,25,400220,BUTADIENE RUBBER (BR),106.21,115.17,98.39,130.75,0.418,0.4149,0.3559,0.4478,32.89
Louisiana,0,0,World,63247.02,64770.1,48685.89,48418.79,4.0067,3.9935,3.239,3.3369,-0.55
Louisiana,0,25,Top 25,48255.78,49907.84,36838.37,38171.22,76.2973,77.0538,75.6654,78.8356,3.62
Louisiana,1,120190,"SOYBEANS, NESOI",9511.06,10670.34,8993.65,10930.4,15.038,16.4742,18.4728,22.5747,21.53
Louisiana,2,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,21143.87,20288.66,12027.43,10242.62,33.4306,31.3241,24.7041,21.1542,-14.84
Louisiana,3,100590,"CORN (MAIZE), OTHER THAN SEED CORN",3283.38,5404.08,4020.54,4494.05,5.1914,8.3435,8.2581,9.2816,11.78
Louisiana,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",3167.74,3911.08,2177.91,2490.95,5.0085,6.0384,4.4734,5.1446,14.37
Louisiana,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",1999.35,1941.24,1927.11,1665.63,3.1612,2.9971,3.9582,3.44,-13.57
Louisiana,6,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,323.67,397.53,785.22,989.16,0.5118,0.6137,1.6128,2.0429,25.97
Louisiana,7,271111,"NATURAL GAS, LIQUEFIED",0,0.01,0,942.17,0,0,0,1.9459,0
Louisiana,8,390410,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBS",691.84,756.83,597.78,676.9,1.0939,1.1685,1.2278,1.398,13.23
Louisiana,9,293190,"ORGANO-INORGANIC COMPOUNDS, NESOI",547.25,676.75,664.71,487.23,0.8653,1.0449,1.3653,1.0063,-26.7
Louisiana,10,100610,RICE IN THE HUSK (PADDY OR ROUGH),462.17,437.43,419.2,443.87,0.7307,0.6754,0.861,0.9167,5.89
Louisiana,11,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",303.63,559.21,301.44,443.14,0.4801,0.8634,0.6191,0.9152,47.01
Louisiana,12,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",537.53,695.91,816.24,422.62,0.8499,1.0744,1.6765,0.8728,-48.22
Louisiana,13,100199,"WHEAT AND MESLIN, NESOI",2090.48,819,615.84,412.85,3.3053,1.2645,1.2649,0.8527,-32.96
Louisiana,14,150710,"SOYBEAN OIL & FRACTIONS, CRUDE, WHETH/NOT DEG",477.43,392.85,394.75,388.92,0.7549,0.6065,0.8108,0.8032,-1.48
Louisiana,15,400270,ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER,486.06,479.55,429.42,383.86,0.7685,0.7404,0.882,0.7928,-10.61
Louisiana,16,390190,"POLYMERS OF ETHYLENE NESOI, IN PRIMARY FORMS",393.32,341.1,388.96,346.22,0.6219,0.5266,0.7989,0.7151,-10.99
Louisiana,17,271311,"PETROLEUM COKE, NOT CALCINED",472.36,483.13,340.7,344.74,0.7469,0.7459,0.6998,0.712,1.19
Louisiana,18,220710,"ETHYL ALCOHOL, UNDENAT, ALCHOL NOT UN 80% BY",7.01,83.83,134.99,328.6,0.0111,0.1294,0.2773,0.6787,143.43
Louisiana,19,290250,STYRENE,624.64,219.29,309.24,313.18,0.9876,0.3386,0.6352,0.6468,1.28
Louisiana,20,270799,OILS & PRODUCTS NESOI AS COAL TAR DISTILLATES,417.56,293.39,274.33,254.27,0.6602,0.453,0.5635,0.5252,-7.31
Louisiana,21,100630,"RICE, SEMI- OR WHOLLY MILLED, POLISHED ETC OR",417,366.93,382.65,252.42,0.6593,0.5665,0.7859,0.5213,-34.03
Louisiana,22,281512,SODIUM HYDROXIDE IN AQUEOUS SOLUTION,191,167.54,189.25,242.64,0.302,0.2587,0.3887,0.5011,28.21
Louisiana,23,151521,"CORN (MAIZE) OIL, CRUDE, NOT CHEMICALLY MODIF",250.51,181.82,210.41,230.77,0.3961,0.2807,0.4322,0.4766,9.68
Louisiana,24,290511,METHANOL (METHYL ALCOHOL),2.13,2.67,108.51,228.81,0.0034,0.0041,0.2229,0.4726,110.86
Louisiana,25,271312,"PETROLEUM COKE, CALCINED",454.8,337.68,328.13,215.19,0.7191,0.5213,0.674,0.4444,-34.42
Massachusetts,0,0,World,26812.02,27384.17,25290.12,25891.74,1.6986,1.6884,1.6825,1.7844,2.38
Massachusetts,0,25,Top 25,11533.5,12019.07,10949.43,12248.85,43.0162,43.8906,43.2953,47.3079,11.87
Massachusetts,1,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC,22.75,170.54,661.6,1513.68,0.0848,0.6228,2.6161,5.8462,128.79
Massachusetts,2,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",1031.04,1053.41,1053.84,1100.73,3.8454,3.8468,4.167,4.2513,4.45
Massachusetts,3,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",887.39,974.66,997.39,1015.46,3.3097,3.5592,3.9438,3.9219,1.81
Massachusetts,4,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,718.95,720.73,1030.21,929.02,2.6814,2.6319,4.0736,3.5881,-9.82
Massachusetts,5,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",571.34,935.07,892.02,859.84,2.1309,3.4146,3.5271,3.3209,-3.61
Massachusetts,6,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",2407.97,1941.95,181.66,596.05,8.9809,7.0915,0.7183,2.3021,228.11
Massachusetts,7,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",369.34,366.63,508.44,583.01,1.3775,1.3388,2.0104,2.2517,14.67
Massachusetts,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",580.67,714.67,699.36,566.8,2.1657,2.6098,2.7654,2.1891,-18.95
Massachusetts,9,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FORM ETC",283.24,454.14,511.35,566.21,1.0564,1.6584,2.0219,2.1869,10.73
Massachusetts,10,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI,348.9,393.3,386.38,388.59,1.3013,1.4362,1.5278,1.5008,0.57
Massachusetts,11,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",380.78,488.51,445.28,388.24,1.4202,1.7839,1.7607,1.4995,-12.81
Massachusetts,12,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",347.94,344.88,341.7,364.17,1.2977,1.2594,1.3511,1.4065,6.57
Massachusetts,13,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",331.43,284.54,240.85,342.19,1.2361,1.0391,0.9523,1.3216,42.08
Massachusetts,14,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",427.88,419.88,346.94,337.31,1.5958,1.5333,1.3719,1.3028,-2.78
Massachusetts,15,842129,FILTER/PURIFY MACHINE & APPARATUS FOR LIQUID,166.48,210.44,285.04,333.44,0.6209,0.7685,1.1271,1.2878,16.98
